Cando Band  Non-Latex Green  Medium  25 Yard,CanDo© Latex Free Exercise Band - 25 yard roll - Green - medium: CanDo© resistive band exerciser roll is packaged in a dispenser box  *Simply unroll desired length of exercise band from dispenser box and cut with scissors  *CanDo© high quality synthetic latex free exercise band has been used for physical therapy and athletic training by clinics  fitness centers and individuals since 1987  *It has become a well known staple  of many physical therapy programs  *The latex free formula has been specially created to mimic the stretch characteristics of latex band  *CanDo© exercise band is an economic solution for upper and lower body exercise  *Lightweight  compact and portable  *Durable. Effective when used alone  or with handles and anchors  *Color-coded according to the exercise band?s resistance  *CanDo© is licensed to use the Thera-Band© color sequence so resistance level is easily identified  *Available in 8 levels of resistance for progressive exercise  *Levels range in order of strength from least to greatest resistance: tan  yellow  red  green  blue  black  silver  gold  *Uniform width - each band is 5  wide  *Dimensions: 7  x 6  x 7   *Weight: 3.0 lbs  *UPC: 714905043221,105633,42.95,78.08,Exercise & Physical Therapy,Cando Exercise Band,3,0,105633.jpg,1033,10,8,6,105633.jpg,105633-1.jpg,,,,,,,,
Cando Band  Non-Latex Blue  Heavy  25 Yard,CanDo© Latex Free Exercise Band - 25 yard roll - Blue - heavy: CanDo© resistive band exerciser roll is packaged in a dispenser box  *Simply unroll desired length of exercise band from dispenser box and cut with scissors  *CanDo© high quality synthetic latex free exercise band has been used for physical therapy and athletic training by clinics  fitness centers and individuals since 1987  *It has become a well known staple  of many physical therapy programs  *The latex free formula has been specially created to mimic the stretch characteristics of latex band  *CanDo© exercise band is an economic solution for upper and lower body exercise  *Lightweight  compact and portable  *Durable. Effective when used alone  or with handles and anchors  *Color-coded according to the exercise band?s resistance  *CanDo© is licensed to use the Thera-Band© color sequence so resistance level is easily identified   *Available in 8 levels of resistance for progressive exercise  *Levels range in order of strength from least to greatest resistance: tan  yellow  red  green  blue  black  silver  gold  *Uniform width - each band is 5  wide  *Dimensions: 7  x 6  x 7    *Weight: 4.0 lbs  *UPC: 714905048257,105634,46.68,84.88,Exercise & Physical Therapy,Cando Exercise Band,4,0,105634.jpg,1033,10,8,6,105634.jpg,,,,,,,,,
Cando Band  Non-Latex Black  X-Heavy  25 Yard,CanDo© Latex Free Exercise Band - 25 yard roll - Black - x-heavy: CanDo© resistive band exerciser roll is packaged in a dispenser box  *Simply unroll desired length of exercise band from dispenser box and cut with scissors  *CanDo© high quality synthetic latex free exercise band has been used for physical therapy and athletic training by clinics  fitness centers and individuals since 1987  *It has become a well known staple of many physical therapy programs  *The latex free formula has been specially created to mimic the stretch characteristics of latex band  *CanDo© exercise band is an economic solution for upper and lower body exercise  *Lightweight  compact and portable  *Durable  *Effective when used alone  or with handles and anchors  *Color-coded according to the exercise band?s resistance  *CanDo© is licensed to use the Thera-Band© color sequence so resistance level is easily identified  *Available in 8 levels of resistance for progressive exercise  *Levels range in order of strength from least to greatest resistance: tan  yellow  red  green  blue  black  silver  gold   *Uniform width - each band is 5  wide  *Dimensions: 7  x 6  x 7   *Weight: 4.0 lbs  *UPC: 714905043207,105635,50.42,91.67,Exercise & Physical Therapy,Cando Exercise Band,4,0,105635.jpg,1033,6,10,10,105635.jpg,,,,,,,,,
Hooded Rain Poncho,Lightweight  single layer  polyethylene fabric has a drawstring hood * Measures 50  x 80  * One size fits most adults * Color assortment is blue  green  red  & yellow * Comes carded in a poly bag with UPC code,10566,2.72,4.94,Wheelchairs & Accessories,Rain Poncho,0,12,10566.jpg,1972,0,0,0,,,,,,,,,,
Head Massage Tingler,Tingle head massager will send tingling sensations from scalp to toes and transport you to a more relaxing place * Use it on your scalp  knee joints  ankles and elbows * Comes in a box with UPC,10567,4.62,8.39,Massage Therapy,Specialty Massagers,0.12,73,10567.jpg,1972,3,3,11,,,,,,,,,,
Lid only for Hand-To-Hand Mug,Functional and lightweight for people who have decreased grip strength  wrist pain  hand deformities or need to keep the wrist in a neutral position  *The unique ergonomic design increases leverage of the hand and aids in raising the cup to the lips without wrist motion  *The thumbs-on grip reduces the possibility of spilling due to trembling  *The cup is double-walled to protect hands from heat or cold  *It holds 8 ounces (237 ml)  leaving 1ù (2.5 cm) of free space above the liquid to reduce spillage. Top rack dishwasher and microwave safe *cup dimensions,10568C,6.85,12.47,Aids to Daily Living,Drinking Aids,0,0,10568c.jpg,1153,6,4,1,10568c.jpg,,,,,,,,,
Cando No-Latex Exercise Band Yellow X-Light 100yd Disp Box,Latex free * 100-YARD PATIENT ROLLS * Yellow X-Light * Cando© band is used for rehabilitation  conditioning and training * 5-inch wide * Cando© band is highly effective when used alone  or with the handle and anchor accessories * All exercise bands are lightweight  take up minimal room and are highly portable * There are 8 progressive levels of resistance to accommodate the lightest to heaviest requirements * Cando© is licensed to use the Thera-Band© color sequence  so resistance level is easily identified * Perforations every 5 feet yielding 60 perfect-size pieces for all exercises * Easy to dispense; just pull and separate *,105691,106.51,193.66,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,7,0,105691.jpg,1033,6,10,10,105691.jpg,,,,,,,,,
Cando No Latex Exercise Band Red Light 100yd Disp Box,Latex free * 100-YARD PATIENT ROLLS * Red Light * Cando© band is used for rehabilitation  conditioning and training * 5-inch wide * Cando© band is highly effective when used alone  or with the handle and anchor accessories * All exercise bands are lightweight  take up minimal room and are highly portable * There are 8 progressive levels of resistance to accommodate the lightest to heaviest requirements * Cando© is licensed to use the Thera-Band© color sequence  so resistance level is easily identified * Perforations every 5 feet yielding 60 perfect-size pieces for all exercises * Easy to dispense; just pull and separate *,105692,115.56,210.12,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,9,0,105692.jpg,1033,6,10,10,105692.jpg,,,,,,,,,
Cando No Latex Exercise Band Green Medium 100yd Dspnser Box,Latex free * 100-YARD PATIENT ROLLS * Green Medium * Cando© band is used for rehabilitation  conditioning and training * 5-inch wide * Cando© band is highly effective when used alone  or with the handle and anchor accessories * All exercise bands are lightweight  take up minimal room and are highly portable * There are 8 progressive levels of resistance to accommodate the lightest to heaviest requirements * Cando© is licensed to use the Thera-Band© color sequence  so resistance level is easily identified * Perforations every 5 feet yielding 60 perfect-size pieces for all exercises * Easy to dispense; just pull and separate *,105693,123.98,225.41,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,9,0,105693.jpg,1033,6,10,10,105693.jpg,,,,,,,,,
Cando No Latex Exercise Band Blue Heavy 100yd Dispenser Box,Latex free * 100-YARD PATIENT ROLLS * Blue Heavy * Cando© band is used for rehabilitation  conditioning and training * 5-inch wide * Cando© band is highly effective when used alone  or with the handle and anchor accessories * All exercise bands are lightweight  take up minimal room and are highly portable * There are 8 progressive levels of resistance to accommodate the lightest to heaviest requirements * Cando© is licensed to use the Thera-Band© color sequence  so resistance level is easily identified * Perforations every 5 feet yielding 60 perfect-size pieces for all exercises * Easy to dispense; just pull and separate *,105694,132.7,241.28,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,10,0,105694.jpg,1033,6,10,10,105694.jpg,,,,,,,,,
Cando No Latex Exercise Band Black X-Heavy 100yd Dspnsr Box,Latex free * 100-YARD PATIENT ROLLS * Black X-Heavy * Cando© band is used for rehabilitation  conditioning and training * 5-inch wide * Cando© band is highly effective when used alone  or with the handle and anchor accessories * All exercise bands are lightweight  take up minimal room and are highly portable * There are 8 progressive levels of resistance to accommodate the lightest to heaviest requirements * Cando© is licensed to use the Thera-Band© color sequence  so resistance level is easily identified * Perforations every 5 feet yielding 60 perfect-size pieces for all exercises * Easy to dispense; just pull and separate *,105695,156.81,285.11,Exercise & Physical Therapy,Exercise Tubing/Bands/Access,12,0,105695.jpg,1033,6,10,10,105695.jpg,,,,,,,,,
Wheel Kit for #1056 Heavy-Duty 5   Silver Vein w/Black Wheels,Wheel kit only * Silver vein with black wheels * Converts heavy duty walker into wheeled walker * Allows for 8 height adjustments * Dual  rubber wheels allows walker to roll easily and smoothly over irregular surfaces * 500 lb. Weight Capacity *,1056A,31.53,57.33,Mobility Products,Walker Wheels,2.95,7,1056A.jpg,1209,13,5,5,1056A.jpg,1056A-1.jpg,1056A-2.jpg,1056A-3.jpg,,,,,,
Bariatric Adult Folding Walker w/Wheels  Double Button,Bariatric Aluminum Folding Walker  Two Button with steel legs and side braces * Walker with wheels * For adult  Bariatric use * Wider and deeper frame design accommodates individuals up to 600 lbs *  Vinyl contoured hand grip * Precision design provides additional strength while adding minimal weight * Includes rear glide caps  (item #1085B) allowing use on all surfaces * Easy push-button mechanisms may be operated by fingers  palms or side of hand *  Limited Lifetime Warranty * Width (Inside Hand Grips) 20  * Each side operates independently to allow easy movement through narrow spaces and greater stability * Overall width 27  * Depth 24  * Height 32  - 39   * HCPCS Suggested Code: E0148,1056C,109.08,198.33,Mobility Products,Walkers - Two Button,13,64,1056c.jpg,1209,35,29,6,,,,,,,,,,
Walker PVC w/Ht Adj Arms & Seat-Standard w/Outriggers,* Healthcare grade * Reinforced at all stress related areas * Arms are height adjustable * Restraint free/opening/closing gate * Walking space: 15  (front of seat to gate) * Standard with safety red strap * Adjustable safety belt to help break accidental falls * Ships via UPS * Weight capacity: 300 lbs * Color choices: yellow  tan  mauve  forest green  red  black  grey  light blue  royal blue  white  navy  teal (mesh only)  mint (vinyl only)  clear (vinyl only) OR for an additional cost  Fern Dance Floral  Montego Floral  Sierra Sands Tweed  Seat height: 20.25  to 24.75  * Height adjustable arms: 28.75  to 33.25  * Total length: 35  * Outriggers prevent unit from tipping over * 8-3  threaded stem casters,1057,309.6,562.9,Mobility Products,Specialty Walkers/Accessories,0,0,1057.JPG,1838,0,0,0,,,,,,,,,,
Utensil Hand Clip,An excellent eating aid for people who have trouble grasping and holding small utensils * Utensils simply slide into the clear plastic sleeve * Spring-action plastic clip fits the hand snugly without pinching *,10574,11.45,20.83,Aids to Daily Living,Utensil Hand Aids,0,1,10574.jpg,1153,8,4,2,10574.jpg,,,,,,,,,
Teaspoon  Plastisol Coated 6,Teaspoon * The bowls have been coated to increase the bowl thickness and gives protection to the lips and teeth * Daily inspection of the utensil is recommended for damaged coating * Dishwasher safe but cold sanitization is recommended * Not recommended for heavy biters *,10577A,5.84,10.61,Aids to Daily Living,Specialty Spoons,0.1,1,10577a.jpg,1518,2,6,1,,,,,,,,,,
Soupspoon  Plastisol Coated,Soupspoon * The bowls have been coated to increase the bowl thickness and gives protection to the lips and teeth * Daily inspection of the utensil is recommended for damaged coating * Dishwasher safe but cold sanitization is recommended * Not recommended for heavy biters *,10577C,6.17,11.22,Aids to Daily Living,Specialty Spoons,0.1,0,10577a.jpg,1518,2,6,1,,,,,,,,,,
Youthspoon  Plastisol Coated,Youthspoon * The bowls have been coated to increase the bowl thickness and gives protection to the lips and teeth * Daily inspection of the utensil is recommended for damaged coating * Dishwasher safe but cold sanitization is recommended * Not recommended for heavy biters *,10577D,5.63,10.23,Aids to Daily Living,Eating Aids,0,0,10577a.jpg,1518,0,0,0,,,,,,,,,,
Walker PVC w/Ht Adj Arms & & Seat-Tall-w/Outriggers,* Healthcare grade * Reinforced at all stress related areas * Arms are height adjustable * Restraint free/opening/closing gate * Walking space: 15  (front of seat to gate) * Standard with safety red strap * Adjustable safety belt to help break accidental falls * Ships via UPS * Weight capacity: 300 lbs * Color choices: yellow  tan  mauve  forest green  red  black  grey  light blue  royal blue  white  navy  teal (mesh only)  mint (vinyl only)  clear (vinyl only) OR for an additional cost  Fern Dance Floral  Montego Floral  Sierra Sands Tweed * Seat height: 22  to 29  * Height adjustable arms: 33  to 40.5  * Total length: 35  * Outriggers prevent unit from tipping over * 8-3  threaded stem casters,1057A,388.49,706.34,Mobility Products,Specialty Walkers/Accessories,0,0,1057A.JPG,1838,0,0,0,,,,,,,,,,
Walker PVC w/Ht Adj Arms &Seat Std w/Outriggers-Wood Tone,Wood Tone PVC (Healthcare grade) that allows DME to be non-institutional looking * Healthcare grade * Reinforced at all stress related areas * Arms are height adjustable * Restraint free/opening/closing gate * Walking space: 15  (front of seat to gate) * Standard with safety red strap * Adjustable safety belt to help break accidental falls * Ships via UPS * Weight capacity: 300 lbs * Color choices: yellow  tan  mauve  forest green  red  black  grey  light blue  royal blue  white  navy  teal (mesh only)  mint (vinyl only)  clear (vinyl only) OR for an additional cost  Fern Dance Floral  Montego Floral  Sierra Sands Tweed  Seat height: 20.25  to 24.75  * Height adjustable arms: 28.75  to 33.25  * Total length: 35  * Outriggers prevent unit from tipping over * 8-3  threaded stem casters,1057WT,415.78,755.96,Mobility Products,Specialty Walkers/Accessories,0,0,1057wt.jpg,1838,0,0,0,,,,,,,,,,
Knork (Knife and Fork Comb.) Stainless Steel--Duo Finish,* Stainless steel single Knork * Duo Finish - two tone finish with a glossy head and frosted handle * In reality this beautiful utensil is unlike anything else on the market * And the proof is in the use *  Incorporating critical modifications to the ages-old fork design  the KNORK© enables a user to both cut and spear food using only one utensil and one hand *,10580,8.91,16.2,Aids to Daily Living,Combination Utensils,0.24,19,10580.jpg,1856,0,0,0,,,,,,,,,,
Rocker Knife,Allows food to be cut with a  rocking motion  for those with the use of only one hand * Curved blade with solid handle * Stainless steel * Weighs 3 ounces *,10581,7.83,14.23,Aids to Daily Living,Combination Utensils,0,0,10581.JPG,1518,0,0,0,,,,,,,,,,
UBend-It Fork w/Built-Up Handle,Fork * For people with upper extremity weakness or reduced range of motion * Utensils have a twist in the shaft that allows them to be easily hand-bent to either side at any angle * Stainless steel utensils feature built-up handles for people with arthritis  weak grasps or other hand limitations * Contoured shape makes the utensils easier to hold and use * Top rack dishwasher *,10583A,12.23,22.22,Aids to Daily Living,Built-Up Utensils,0,0,10583a.jpg,1153,9,6,1,10583a.jpg,,,,,,,,,
UBend-It Tablespoon w/Built-Up Handle,Tablespoon * For people with upper extremity weakness or reduced range of motion * Utensils have a twist in the shaft that allows them to be easily hand-bent to either side at any angle * Stainless steel utensils feature built-up handles for people with arthritis  weak grasps or other hand limitations * Contoured shape makes the utensils easier to hold and use * Top rack dishwasher *,10583B,12.23,22.22,Aids to Daily Living,Built-Up Utensils,0,1,10583B.jpg,1153,9,6,1,10583B.jpg,,,,,,,,,
Dinnerware  Weighted Fork,Fork * Weighted Dinnerware offers elegant styliing for discreet dining *  Designed to look like quality  everyday dinnerware * Weighted utensils help steady your hand while eating * Handle size with finger indentation provides a comfortable  ergonomic grasp * The soupspoon has a recessed edge and slightly deeper bowl to assist in preventing spilling * High polished 18/10 stainless steel * Each utensil weighs approximately 7.2 ounces * Dishwasher safe *  Manufactured and sold under U.S. Patent # D474 079S *,10586A,12.38,22.51,Aids to Daily Living,Weighted Utensils,0,0,10586a.jpg,1518,0,0,0,,,,,,,,,,
Dinnerware  Weighted Knife,Knife * Weighted Dinnerware offers elegant styliing for discreet dining *  Designed to look like quality  everyday dinnerware * Weighted utensils help steady your hand while eating * Handle size with finger indentation provides a comfortable  ergonomic grasp * The soupspoon has a recessed edge and slightly deeper bowl to assist in preventing spilling * High polished 18/10 stainless steel * Each utensil weighs approximately 7.2 ounces * Dishwasher safe *  Manufactured and sold under U.S. Patent # D474 079S *,10586B,12.16,22.11,Aids to Daily Living,Weighted Utensils,0,1,10586b.jpg,1518,0,0,0,,,,,,,,,,
Dinnerware  Weighted Teaspoon,Teaspoon * Weighted Dinnerware offers elegant styliing for discreet dining *  Designed to look like quality  everyday dinnerware * Weighted utensils help steady your hand while eating * Handle size with finger indentation provides a comfortable  ergonomic grasp * The soupspoon has a recessed edge and slightly deeper bowl to assist in preventing spilling * High polished 18/10 stainless steel * Each utensil weighs approximately 7.2 ounces * Dishwasher safe *  Manufactured and sold under U.S. Patent # D474 079S *,10586C,12.76,23.19,Aids to Daily Living,Weighted Utensils,0,2,10586c.jpg,1518,0,0,0,,,,,,,,,,
Dinnerware  Weighted Soupspoon,Soupspoon * Weighted Dinnerware offers elegant styliing for discreet dining *  Designed to look like quality  everyday dinnerware * Weighted utensils help steady your hand while eating * Handle size with finger indentation provides a comfortable  ergonomic grasp * The soupspoon has a recessed edge and slightly deeper bowl to assist in preventing spilling * High polished 18/10 stainless steel * Each utensil weighs approximately 7.2 ounces * Dishwasher safe *  Manufactured and sold under U.S. Patent # D474 079S *,10586D,14.06,25.56,Aids to Daily Living,Weighted Utensils,0,1,10586d.jpg,1518,0,0,0,,,,,,,,,,
Dinnerware  Weighted Set/4,Set of 4 * Weighted Dinnerware offers elegant styliing for discreet dining *  Designed to look like quality  everyday dinnerware * Weighted utensils help steady your hand while eating * Handle size with finger indentation provides a comfortable  ergonomic grasp * The soupspoon has a recessed edge and slightly deeper bowl to assist in preventing spilling * High polished 18/10 stainless steel * Each utensil weighs approximately 7.2 ounces * Dishwasher safe *  Manufactured and sold under U.S. Patent # D474 079S *,10586E,47.66,86.66,Aids to Daily Living,Weighted Utensils,0,0,10586e.jpg,1518,0,0,0,,,,,,,,,,
Plate  Inner-Lip Red,Plate * Research indicates that people with AlzheimerÊs Disease experienced a 24% increase in food intake and 84% increase in liquid intake when eating and drinking with tableware that offers a high contrast color * Inside lip can be used as a wall to push food onto the utensil * Helps reduce spillage * Dishwasher and microwave safe * U.S. Patent #226 674 * Color: Red *,10590,11.33,20.6,Aids to Daily Living,Alzheimer Specialty Red Dinner,0,1,10590.JPG,1153,0.3,0.3,1,10590.JPG,,,,,,,,,
Scoop Dish Partitioned w/Lid Redware,Scoop dish * Research indicates that people with AlzheimerÊs Disease experienced a 24% increase in food intake and 84% increase in liquid intake when eating and drinking with tableware that offers a high contrast color * High wall help push food onto the utensil * 3 separate compartments * Clear plastic lid allows for easy  transporting and storing of food * Stackable * Dishwasher and microwave safe *,10591,11.13,20.25,Aids to Daily Living,Alzheimer Specialty Red Dinner,0,0,10591.jpg,1153,13,12,2,10591.jpg,10591-1.jpg,,,,,,,,
Redware Tablewear Set Basic,Basic Set * Scooper Dish with Non-Skid Base * Drinking Cup * Built-Up Fork * Built-Up Spoon *,10592A,39.37,71.57,Aids to Daily Living,Alzheimer Specialty Red Dinner,0,0,10592a.jpg,1153,1,8,3,10592a.jpg,,,,,,,,,
Redware Tablewear Set Deluxe,Deluxe set *  Partitioned Scoop Dish with Lid * Inner-LipTM Plate * Drinking Cup * Built-Up Fork * Built-Up Spoon *,10592B,53.6,97.44,Aids to Daily Living,Alzheimer Specialty Red Dinner,0,0,10592B.jpg,1153,13,12,4,10592B.jpg,,,,,,,,,
Scooper Dish Redware w/Non-Skid Base,Redware scooper dish * Combination plate/bowl has a contoured lip that can be used to push food onto cutlery * Designed for people with limited muscle control or the use of only one hand * Measures 6 x 7.5  x 1.75  (4.4 cm) deep on the high side * Microwave and dishwasher safe * Research indicates that people with AlzheimerÊs Disease experienced a 24% increase in food intake and 84% increase in liquid intake when eating and drinking with tableware that offers a high contrast color *,10593,9.72,17.68,Aids to Daily Living,Alzheimer Specialty Red Dinner,0,2,10593.jpg,1153,11,8,3,10593.jpg,,,,,,,,,
Bowl  Insulated 12 oz.,Bowl is insulated to keep food warm or cold * Can not be microwaved *,10594A,10.07,18.31,Aids to Daily Living,Dinnerware,0,0,10594a.jpg,1518,0,0,0,,,,,,,,,,
Plate Guard  Clear Large,large fits 9 -11  diameter * Clear polycarbonate plastic plate guard prevents food from being pushed off the plate * Internal  V  groove attaches to the rim of the plate * Dishwasher safe to 125ø *,10596B,15.89,28.89,Aids to Daily Living,Food Bumpers,0,0,10596a.jpg,1518,0,0,0,,,,,,,,,,
Bowl  Skidtrol Non-Skid,Put an end to messy accidents caused by sliding * The molded melamine bowl has a non-skid ring to prevent sliding  even on an incline * 8 1/8  (21 cm) diameter x 2  (5 cm) deep * Topshelf dishwasher safe *,10597,27.58,50.14,Aids to Daily Living,Dinnerware,0,0,10597.jpg,1153,8,8,3,10597.jpg,,,,,,,,,
Scoop Dish Skidtrol w/Non-Skid Base Sandstone,Color: sandstone * Combination plate/bowl has a contoured lip that can be used to push food onto cutlery * Designed for people with limited muscle control or the use of only one hand * Measures 6 x 7 1/2  (15.2 x 19.1 cm) x 1 3/4  (4.4 cm) deep on the high side * Not microwave or dishwasher safe *,10598,7.91,14.39,Aids to Daily Living,Dinnerware,0,8,10598.jpg,1153,11,8,3,10598.jpg,,,,,,,,,
Scoop Dish Partitioned w/Lid Sandstone,Color: Sandstone * Three compartments  each about 1 1/2ù (3.81 cm) deep  keep food separated * The two smaller sections hold up to 6.75 oz. (200 mi)  while the larger one has a 12.6 oz. (375 mi) capacity * The high walls of each compartment can be used to help push food onto forks and spoons * Stackable with clear plastic covers for easier transporting and storing of food * Diameter measures 8 1/4ù (20 cm) * Dish and lid dishwasher and microwave safe * Stackable with clear lid and high walls *,10599,8.94,16.27,Aids to Daily Living,Dinnerware,0,0,10599.jpg,1153,13,12,2,10599.jpg,,,,,,,,,
Sure Suction Tub Bar 24,24 L  3.5  Dia suction cups *  Suction cup design is easy to attach  remove & relocate * Use on tub or shower wall * Can be used horizontally or vertically  * To be used only as a balancing assist  not for body weight leverage * No Tools Required *,1060,25.34,46.07,Bath Care,Bath& Shower Chair/Accessories,0,2,1060.JPG,1504,0,0,0,,,,,,,,,,
Reacher Pik-Stik  20   Yellow,20  long yellow  * Made of durable thermoplastic resin * Patented jaws rotate 360ø  * Wide 5.5  jaws pick up larger objects * Patented trigger multiplies gripping strength,10600F,24.34,44.24,Aids to Daily Living,Reaching Aids/Accessories,0,13,10600F.jpg,1598,0,0,0,,,,,,,,,,
Reacher Pik-Stik  26   Yellow,26  long yellow * Made of durable thermoplastic resin * Patented jaws rotate 360ø  * Wide 5.5  jaws pick up larger objects * Patented trigger multiplies gripping strength,10600G,26.61,48.38,Aids to Daily Living,Reaching Aids/Accessories,0,15,10600F.jpg,1598,0,0,0,,,,,,,,,,
Reacher Pik-Stik  32    Yellow,32' long yellow * Made of durable thermoplastic resin * Patented jaws rotate 360ø  * Wide 5.5  jaws pick up larger objects * Patented trigger multiplies gripping strength,10600H,27.51,50.03,Aids to Daily Living,Reaching Aids/Accessories,0.6,5,10600F.jpg,1598,31,8,4,,,,,,,,,,
Reacher Pik-Stik  48  Yellow,48  long yellow* Made of durable thermoplastic resin * Patented jaws rotate 360ø  * Wide 5.5  jaws pick up larger objects * Patented trigger multiplies gripping strength,10600J,30.56,55.57,Aids to Daily Living,Reaching Aids/Accessories,0,13,10600F.JPG,1598,0,0,0,,,,,,,,,,
Reaching Aid-Telescopic Adj. by Pik-Stik,* Adjusts from 30 - 44  in length * 5.5  wide jaws rotate 90ø  * Jaws also include a foam rubber insert  * Ergonomic trigger grip can lift objects weighing up to five pounds,10600K,32.33,58.78,Aids to Daily Living,Reaching Aids/Accessories,0,0,10600k.jpg,1598,0,0,0,,,,,,,,,,
Pik-Stik Spinner Rack Display,,10600L,0,0,Aids to Daily Living,Reaching Aids/Accessories,0,1,10600l.jpg,1598,0,0,0,,,,,,,,,,
Weight Wagon,All wood mobile storage wagon with chrome plated steel handles and four heavy duty 4  swivel casters * Straps  mitts  collars  etc. may be stored in a two section upper shelf  and heavier items such as disc weights  etc. may be stored in a four section lower shelf * 25  wide x 42  Long x 40  High *,10601,976.71,1775.84,Exercise & Physical Therapy,Dumbell Weight Racks,0,0,10601.jpg,1075,0,0,0,,,,,,,,,,
Dress E-Z Dressing Aid 24  w/Shoehorn,24  Long * Versatile push-pull S-hook with non-slip cap allows for better control when handling clothing * Smooth and rounded push hook slides safely along skin * Big  soft foam handle * Inside shaft is resilient plastic which will flex if accidentally sat on or stepped on * Durable and long lasting * The very economical price is less than the traditional stick and shoehorn * The DressEZ© can reach clothes hangers from clothing rods high in closets  as well as  pick up clothing from the floor or reach shoes from under the bed * Help pull on clothes after surgery * The shoehorn is narrow enough for dress shoes * The S-hook helps to put on and take off socks too *  Lightweight - this 24  model weighs 4.4oz (124g) *,10602,8.61,15.65,Aids to Daily Living,Dressing Aids,0.36,42,10602.jpg,1065,0,0,0,,,,,,,,,,
Shoehorn E-Z Metal  24  Long,24  long * Made from smooth coated spring steel with a 6  non-slip hand grip * This durable long-lasting shoehorn eliminates uncomfortable bending * Shoes slip on effortlessly *,10604,8.94,16.25,Aids to Daily Living,Dressing Aids,0.4,1,2614.jpg,1900,0,0,0,,,,,,,,,,
Slipper Socks; Small  Red Pair Child Size 4-6,Non-skid * Single tread * Terry cloth * Socks ideal for patients in hospitals  post-surgery  nursing and retirement homes * Slip-resistant treads used in hospital settings to help prevent accidental falls * Lightweight  soft cotton knit provides optimal warmth and comfort * Stretchable material accomodates most legs,10606A,4.72,8.57,Aids to Daily Living,Foot Care Aids,0,114,10606A.jpg,1507,0,0,0,,,,,,,,,,
Slipper Socks; Med Green Pair Men's 5-6  Wms 6-7 Child 7-11,Non-skid * Single tread * Terry cloth * Socks ideal for patients in hospitals  post-surgery  nursing and retirement homes * Slip-resistant treads used in hospital settings to help prevent accidental falls * Lightweight  soft cotton knit provides optimal warmth and comfort * Stretchable material accomodates most legs,10606B,4.76,8.67,Aids to Daily Living,Foot Care Aids,0,246,10606b.jpg,1507,0,0,0,,,,,,,,,,
Slipper Socks; Large Sky Blue Pair  Men's 7-9   Wms 8-10,Non-skid * Single tread * Terry cloth * Socks ideal for patients in hospitals  post-surgery  nursing and retirement homes * Slip-resistant treads used in hospital settings to help prevent accidental falls * Lightweight  soft cotton knit provides optimal warmth and comfort * Stretchable material accomodates most legs,10606C,4.23,7.69,Aids to Daily Living,Foot Care Aids,0,113,10606c.jpg,1507,0,0,0,,,,,,,,,,
Slipper Socks; XL Beige Pair Men's  10-12  Wms 11-13,Non-skid * Single tread * Terry cloth * Socks ideal for patients in hospitals  post-surgery  nursing and retirement homes * Slip-resistant treads used in hospital settings to help prevent accidental falls * Lightweight  soft cotton knit provides optimal warmth and comfort * Stretchable material accomodates most legs,10606D,5.46,9.92,Aids to Daily Living,Foot Care Aids,0,203,10606d.jpg,1507,0,0,0,,,,,,,,,,
Slipper Socks; XXL Grey Pair Men's 12-13,Non-skid * Single tread * Terry cloth * Socks ideal for patients in hospitals  post-surgery  nursing and retirement homes * Slip-resistant treads used in hospital settings to help prevent accidental falls * Lightweight  soft cotton knit provides optimal warmth and comfort * Stretchable material accomodates most legs,10606E,4.91,8.93,Aids to Daily Living,Foot Care Aids,0,102,10606e.jpg,1507,0,0,0,,,,,,,,,,
Treadmill,XT685 Treadmill is our non-folding treadmill. * The extra large 22  x 60  workout surface and 3.75hp motor makes this a great running treadmill. * The large easy-to-read LCD  along with our heart rate graph bar and muscle activation figure  give you the feedback to keep you going through every workout. *  Features of this treadmill:  * A bright blue backlit LCD console offers a multitude of feedback data.  * Quick Speed and Incline keys make workouts more efficient.  * Included wireless telemetric heart rate chest strap will help you stay within your target heart rate zone for an efficient workout.  * Remote speed and incline controls make adjustments more convenient.  * A muscle activation figure that shows which areas are being targeted.  * An audio jack and speakers for personal entertainment.  * Non-folding base promotes extra stability for runners.  * Fusion program guides you through a full body workout in as little as 15 minutes.,106070,2840.07,5163.76,Exercise & Physical Therapy,Manual/Electric Treadmills,273,0,106070.jpg,1033,78,32,56,106070.jpg,106070-1.jpg,,,,,,,,
